rid,datetime,host,src,proto,type,spt,dpt,srcstr,cc,country,locale,latitude,longitude,Label
10.42.0.211-77.234.44.79-52881-443-6,03-04-13 0:31,groucho-us-east,1627302658,TCP,Financial,50137,1080,96.254.171.2,US,United States,Florida,28.3031,-82.7048,1
10.42.0.151-10.42.0.1-44769-53-17,03-04-13 0:31,groucho-us-east,1627302658,TCP,Telecoms,50137,1080,96.254.171.2,US,United States,Florida,28.3031,-82.7048,0
206.108.0.131-10.42.0.211-123-51817-17,03-04-13 0:31,groucho-tokyo,1890534725,TCP,Political,6000,1433,112.175.69.69,KR,South Korea,,37.57,126.98,0
172.217.10.142-10.42.0.151-443-48214-6,03-04-13 0:39,groucho-us-east,3265630675,TCP,Hotel,2547,445,194.165.145.211,JO,Jordan,,31,36,0
157.240.0.17-10.42.0.211-443-47115-6,03-04-13 0:43,groucho-norcal,1627302658,TCP,Retail,46118,1080,96.254.171.2,US,United States,Florida,28.3031,-82.7048,1
182.22.120.231-10.42.0.151-443-35655-6,03-04-13 0:46,groucho-norcal,3145714135,UDP,Media,1025,137,187.127.201.215,BR,Brazil,,-10,-55,0
182.22.24.124-10.42.0.211-443-41764-6,03-04-13 0:47,zeppo-norcal,3145714135,UDP,"Web,Tech",1025,137,187.127.201.215,BR,Brazil,,-10,-55,1
172.217.6.200-10.42.0.211-443-41694-6,03-04-13 0:49,groucho-oregon,1000693563,TCP,Fashion,34373,23,59.165.95.59,IN,India,,20,77,0
10.42.0.211-69.147.82.61-41649-443-6,03-04-13 0:53,groucho-oregon,1032051418,TCP,Question & Answer,6000,1433,61.131.218.218,CN,China,Jiangxi Sheng,28.55,115.9333,1
10.42.0.211-23.206.166.62-41407-80-6,03-04-13 0:55,groucho-oregon,3658882522,TCP,Military,6000,1433,218.22.29.218,CN,China,Anhui Sheng,31.8639,117.2808,0
10.42.0.211-106.11.30.199-36364-443-6,03-04-13 0:55,groucho-us-east,3373928698,UDP,"Consulting,Accounting",1212,52182,201.26.16.250,BR,Brazil,Estado de Sao Paulo,-21.6667,-49.75,1
172.217.10.106-10.42.0.211-443-59705-6,03-04-13 0:56,groucho-tokyo,1019193981,TCP,"Financial,Credit Reporting",6000,135,60.191.170.125,CN,China,Jiangsu Sheng,32.4907,119.9081,1
10.42.0.211-10.42.0.1-46221-53-17,03-04-13 0:58,groucho-oregon,1017974346,TCP,Financial,6000,8080,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,0
10.42.0.211-23.208.168.108-51833-443-6,03-04-13 0:58,groucho-oregon,1965603898,TCP,Telecoms,37936,1433,117.40.188.58,CN,China,Jiangxi Sheng,28.55,115.9333,1
203.205.158.62-10.42.0.151-80-53994-6,03-04-13 0:59,groucho-us-east,1017974346,TCP,Political,6000,8080,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,0
180.149.153.234-10.42.0.211-80-53928-6,03-04-13 0:59,groucho-eu,1017974346,TCP,Hotel,6000,8080,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,0
205.204.101.182-10.42.0.211-443-49824-6,03-04-13 0:59,groucho-oregon,3325323751,TCP,Retail,6000,1433,198.52.105.231,US,United States,California,34.4065,-118.4015,1
192.229.173.173-10.42.0.42-443-33619-6,03-04-13 1:01,groucho-singapore,1778592778,TCP,"Financial,Credit Reporting",6000,3306,106.3.44.10,CN,China,Beijing Shi,39.9289,116.3883,1
10.42.0.151-64.71.142.96-58074-80-6,03-04-13 1:01,groucho-oregon,3630404562,TCP,Financial,6000,1433,216.99.147.210,US,United States,California,34.0115,-117.8535,0
10.42.0.211-104.193.88.109-37740-80-6,03-04-13 1:02,zeppo-norcal,3630404562,TCP,Telecoms,6000,1433,216.99.147.210,US,United States,California,34.0115,-117.8535,1
172.217.11.2-10.42.0.211-443-34919-6,03-04-13 1:02,groucho-norcal,3630404562,TCP,Political,6000,1433,216.99.147.210,US,United States,California,34.0115,-117.8535,0
174.35.73.108-10.42.0.42-443-43146-6,03-04-13 1:03,groucho-oregon,3689611647,TCP,Hotel,6000,1433,219.235.1.127,CN,China,Beijing Shi,39.9289,116.3883,1
10.42.0.211-23.205.20.233-43570-80-6,03-04-13 1:03,groucho-tokyo,2956823424,TCP,Retail,1382,3128,176.61.139.128,SE,Sweden,,62,15,0
172.217.11.46-10.42.0.151-443-48949-6,03-04-13 1:03,groucho-sydney,2829527569,TCP,Media,16433,445,168.167.42.17,BW,Botswana,South East District,-24.6464,25.9119,1
10.42.0.211-77.234.42.92-51512-443-6,03-04-13 1:03,groucho-tokyo,2956823424,TCP,"Web,Tech",1382,3128,176.61.139.128,SE,Sweden,,62,15,0
10.42.0.151-52.84.142.16-47647-443-6,03-04-13 1:04,groucho-sydney,2829527569,TCP,Fashion,16433,445,168.167.42.17,BW,Botswana,South East District,-24.6464,25.9119,0
172.217.10.237-10.42.0.42-443-59294-6,03-04-13 1:04,groucho-tokyo,2956823424,TCP,Question & Answer,1382,3128,176.61.139.128,SE,Sweden,,62,15,0
10.42.0.1-10.42.0.42-53-43407-17,03-04-13 1:04,groucho-sydney,2829527569,TCP,Military,16433,445,168.167.42.17,BW,Botswana,South East District,-24.6464,25.9119,0
10.42.0.151-54.192.38.7-43593-443-6,03-04-13 1:04,groucho-tokyo,1965603898,TCP,"Consulting,Accounting",23120,1433,117.40.188.58,CN,China,Jiangxi Sheng,28.55,115.9333,0
172.217.12.131-10.42.0.151-443-34781-6,03-04-13 1:05,groucho-tokyo,3036214141,ICMP,"Financial,Credit Reporting",,,180.248.243.125,ID,Indonesia,,-5,120,1
172.217.10.234-10.42.0.42-443-40909-6,03-04-13 1:05,groucho-tokyo,3036214141,ICMP,Financial,,,180.248.243.125,ID,Indonesia,,-5,120,1
174.36.210.41-10.42.0.211-5222-55916-6,03-04-13 1:06,groucho-oregon,2073368071,TCP,Telecoms,6000,1433,123.149.22.7,CN,China,Henan Sheng,34.6836,113.5325,0
202.77.129.150-10.42.0.211-443-48302-6,03-04-13 1:08,groucho-singapore,1033070424,TCP,Political,6000,1433,61.147.103.88,CN,China,Jiangsu Sheng,32.0617,118.7778,0
151.101.1.140-10.42.0.151-443-56909-6,03-04-13 1:08,groucho-oregon,1902742385,TCP,Hotel,6000,3306,113.105.139.113,CN,China,Guangdong,23.1167,113.25,0
10.42.0.211-58.63.236.212-46649-443-6,03-04-13 1:09,groucho-oregon,841842716,UDP,Retail,63546,1900,50.45.128.28,US,United States,Oregon,45.5848,-122.9117,1
203.205.158.60-10.42.0.151-80-40687-6,03-04-13 1:09,groucho-tokyo,3098258242,TCP,Media,8714,5900,184.171.171.66,US,United States,Arizona,33.4357,-111.9171,1
10.42.0.211-95.213.11.133-33460-443-6,03-04-13 1:17,groucho-singapore,454107922,TCP,"Web,Tech",59407,3306,27.17.35.18,CN,China,Hubei,30.5801,114.2734,1
10.42.0.211-106.11.92.16-55173-443-6,03-04-13 1:17,groucho-eu,3659280333,TCP,Fashion,32172,80,218.28.47.205,CN,China,Henan Sheng,34.6836,113.5325,1
172.217.3.98-10.42.0.211-443-34371-6,03-04-13 1:17,groucho-eu,3659280333,TCP,Question & Answer,32172,80,218.28.47.205,CN,China,Henan Sheng,34.6836,113.5325,1
10.42.0.211-106.39.162.36-55111-80-6,03-04-13 1:17,groucho-tokyo,3342555167,ICMP,Military,,,199.59.88.31,US,United States,Michigan,42.5065,-83.3491,0
8.8.8.8-10.42.0.211-53-32368-17,03-04-13 1:18,groucho-eu,415022633,TCP,"Consulting,Accounting",1245,23,24.188.190.41,US,United States,New Jersey,40.8597,-74.4026,1
10.42.0.211-10.42.0.1-23550-53-17,03-04-13 1:18,groucho-oregon,3730416887,TCP,"Financial,Credit Reporting",6000,1433,222.89.164.247,CN,China,Henan Sheng,34.6836,113.5325,0
10.42.0.211-10.42.0.1-30749-53-17,03-04-13 1:18,groucho-sydney,3550629683,TCP,Financial,43876,5900,211.162.79.51,CN,China,Beijing Shi,39.9289,116.3883,0
169.47.42.102-10.42.0.211-443-57250-6,03-04-13 1:20,groucho-tokyo,630431604,TCP,Telecoms,1636,445,37.147.159.116,RU,Russia,,60,100,0
202.77.129.150-10.42.0.211-80-34481-6,03-04-13 1:21,groucho-tokyo,630431604,TCP,Political,1636,445,37.147.159.116,RU,Russia,,60,100,1
10.42.0.211-10.42.0.1-7017-53-17,03-04-13 1:22,groucho-tokyo,1081608730,TCP,Hotel,47141,21,64.120.10.26,US,United States,California,33.9908,-118.4601,0
10.42.0.211-101.251.100.59-57972-9930-6,03-04-13 1:24,groucho-singapore,2061739129,TCP,Retail,6000,3306,122.227.164.121,CN,China,Zhejiang Sheng,29.8782,121.5495,1
172.217.9.227-10.42.0.211-80-59919-6,03-04-13 1:29,groucho-singapore,1031882909,TCP,"Financial,Credit Reporting",47073,22,61.129.72.157,CN,China,,35,105,0
140.205.140.87-10.42.0.211-80-60932-6,03-04-13 1:29,groucho-singapore,1031882909,TCP,Financial,47073,22,61.129.72.157,CN,China,,35,105,1
172.217.12.131-10.42.0.42-443-40747-6,03-04-13 1:32,groucho-oregon,1945101789,TCP,Telecoms,26069,1433,115.239.229.221,CN,China,Zhejiang Sheng,30.2936,120.1614,0
10.42.0.151-31.13.71.52-55031-80-6,03-04-13 1:35,groucho-singapore,2990476995,ICMP,Political,,,178.63.14.195,DE,Germany,,51,9,1
10.42.0.211-10.42.0.1-31723-53-17,03-04-13 1:35,groucho-sydney,1546471887,TCP,Hotel,61420,110,92.45.73.207,TR,Turkey,Istanbul,41.0186,28.9647,1
172.217.3.99-10.42.0.211-443-51370-6,03-04-13 1:35,groucho-sydney,1546471887,TCP,Retail,61420,110,92.45.73.207,TR,Turkey,Istanbul,41.0186,28.9647,0
172.217.10.68-10.42.0.151-443-36254-6,03-04-13 1:35,groucho-sydney,1546471887,TCP,Media,61420,110,92.45.73.207,TR,Turkey,Istanbul,41.0186,28.9647,1
10.42.0.211-95.154.220.116-34342-80-6,03-04-13 1:36,zeppo-norcal,3204281314,TCP,"Web,Tech",63967,445,190.253.115.226,CO,Colombia,Bogota D.C.,4.6492,-74.0628,0
10.42.0.211-77.234.44.200-51293-80-6,03-04-13 1:37,groucho-tokyo,1033071445,TCP,Fashion,4445,135,61.147.107.85,CN,China,Jiangsu Sheng,32.0617,118.7778,0
172.217.10.3-10.42.0.42-443-40122-6,03-04-13 1:39,groucho-oregon,2990476688,TCP,Question & Answer,52044,5631,178.63.13.144,DE,Germany,,51,9,1
10.42.0.211-123.125.29.220-55261-80-6,03-04-13 1:42,groucho-oregon,3639889826,TCP,Military,1037,1433,216.244.79.162,US,United States,Washington,47.4891,-122.2908,1
202.77.129.230-10.42.0.42-80-36706-6,03-04-13 1:45,groucho-tokyo,3639889826,TCP,"Consulting,Accounting",6000,1433,216.244.79.162,US,United States,Washington,47.4891,-122.2908,0
172.217.10.234-10.42.0.151-443-60520-6,03-04-13 1:45,groucho-norcal,3323217522,TCP,"Financial,Credit Reporting",38294,143,198.20.70.114,US,United States,Illinois,41.8825,-87.6441,1
10.42.0.1-10.42.0.42-53-44491-17,03-04-13 1:50,groucho-oregon,1032051418,TCP,Financial,6000,1433,61.131.218.218,CN,China,Jiangxi Sheng,28.55,115.9333,0
10.42.0.211-31.13.71.1-47432-443-6,03-04-13 1:52,groucho-oregon,1019193981,TCP,Telecoms,6000,135,60.191.170.125,CN,China,Jiangsu Sheng,32.4907,119.9081,1
10.42.0.42-61.135.185.139-58136-80-6,03-04-13 1:53,groucho-oregon,1992458275,TCP,Political,6000,1433,118.194.128.35,CN,China,Beijing Shi,39.9289,116.3883,0
10.42.0.151-31.13.71.3-60663-443-6,03-04-13 1:55,groucho-sa,619107755,UDP,Hotel,16982,42776,36.230.213.171,TW,Taiwan,,23.5,121,1
8.0.6.4-8.6.0.1-0-0-0,03-04-13 1:55,groucho-sa,619107755,UDP,Retail,16982,42776,36.230.213.171,TW,Taiwan,,23.5,121,0
172.217.3.98-10.42.0.211-443-51317-6,03-04-13 1:55,groucho-sa,619107755,UDP,Media,16982,42776,36.230.213.171,TW,Taiwan,,23.5,121,0
205.204.101.182-10.42.0.42-443-36814-6,03-04-13 1:55,groucho-sa,619107755,UDP,"Web,Tech",16982,42776,36.230.213.171,TW,Taiwan,,23.5,121,0
198.11.189.2-10.42.0.151-443-41805-6,03-04-13 1:55,groucho-sa,619107755,UDP,Fashion,16982,42776,36.230.213.171,TW,Taiwan,,23.5,121,0
203.205.158.66-10.42.0.211-443-53485-6,03-04-13 1:56,groucho-sa,619107755,UDP,Question & Answer,16982,42776,36.230.213.171,TW,Taiwan,,23.5,121,0
10.42.0.211-23.208.168.108-49615-443-6,03-04-13 1:56,groucho-sa,619107755,UDP,Military,16982,42776,36.230.213.171,TW,Taiwan,,23.5,121,1
172.217.10.78-10.42.0.151-443-36652-6,03-04-13 1:56,groucho-singapore,3000183874,UDP,"Consulting,Accounting",5063,5060,178.211.44.66,TR,Turkey,,39,35,1
10.42.0.211-106.39.162.36-53896-80-6,03-04-13 2:02,groucho-tokyo,523039872,UDP,"Financial,Credit Reporting",1036,20029,31.44.244.128,RU,Russia,,60,100,0
239.255.255.250-10.42.0.1-1900-56205-17,03-04-13 2:02,groucho-tokyo,523039872,UDP,Financial,1036,20029,31.44.244.128,RU,Russia,,60,100,0
10.42.0.211-66.198.24.224-59002-80-6,03-04-13 2:02,groucho-tokyo,523039872,UDP,Telecoms,1036,20029,31.44.244.128,RU,Russia,,60,100,0
206.126.112.142-10.42.0.151-443-51027-6,03-04-13 2:02,groucho-tokyo,523039872,UDP,Political,1036,20029,31.44.244.128,RU,Russia,,60,100,1
180.149.138.197-10.42.0.211-80-48624-6,03-04-13 2:02,groucho-tokyo,523039872,UDP,Hotel,1036,20029,31.44.244.128,RU,Russia,,60,100,1
172.217.7.163-10.42.0.151-443-49709-6,03-04-13 2:03,groucho-tokyo,523039872,UDP,Retail,1036,20029,31.44.244.128,RU,Russia,,60,100,1
10.42.0.151-104.244.43.195-58057-443-6,03-04-13 2:03,groucho-tokyo,523039872,UDP,"Financial,Credit Reporting",1036,20029,31.44.244.128,RU,Russia,,60,100,1
10.42.0.211-10.42.0.1-48313-53-17,03-04-13 2:03,groucho-singapore,1037778547,TCP,Financial,5376,22,61.219.62.115,TW,Taiwan,,23.5,121,1
10.42.0.211-77.234.44.40-46926-80-6,03-04-13 2:07,groucho-tokyo,998045289,TCP,Telecoms,2300,445,59.124.246.105,TW,Taiwan,Taipei,25.0392,121.525,0
10.42.0.42-52.84.29.55-46491-443-6,03-04-13 2:07,groucho-tokyo,998045289,TCP,Political,2300,445,59.124.246.105,TW,Taiwan,Taipei,25.0392,121.525,1
172.217.9.238-10.42.0.42-443-33455-6,03-04-13 2:09,groucho-oregon,1017974346,TCP,Hotel,6000,8080,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,0
10.42.0.151-10.42.0.1-33832-53-17,03-04-13 2:09,groucho-us-east,1017974346,TCP,Retail,6000,8080,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,0
10.42.0.211-10.42.0.1-25397-53-17,03-04-13 2:09,groucho-eu,1017974346,TCP,Media,6000,8080,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,0
10.42.0.42-123.125.115.164-53516-443-6,03-04-13 2:10,groucho-singapore,176362647,UDP,"Web,Tech",67,68,10.131.20.151,,,,,,1
10.42.0.211-106.11.176.1-47894-443-6,03-04-13 2:10,groucho-sydney,3684010726,TCP,Fashion,39106,22,219.149.138.230,CN,China,Beijing Shi,39.9289,116.3883,0
172.217.7.196-10.42.0.151-443-42712-6,03-04-13 2:11,groucho-tokyo,1778592778,TCP,Question & Answer,6000,3306,106.3.44.10,CN,China,Beijing Shi,39.9289,116.3883,1
172.217.10.74-10.42.0.42-443-47380-6,03-04-13 2:13,groucho-us-east,3323217226,TCP,Military,38793,443,198.20.69.74,US,United States,Illinois,41.8825,-87.6441,0
172.217.10.35-10.42.0.211-443-46472-6,03-04-13 2:15,groucho-oregon,3235001155,TCP,"Consulting,Accounting",6000,1433,192.210.51.67,US,United States,California,34.0115,-117.8535,1
10.42.0.42-36.248.26.201-42248-80-6,03-04-13 2:15,groucho-oregon,2382398543,TCP,"Financial,Credit Reporting",6000,1433,142.0.132.79,US,United States,California,37.3495,-122.1163,0
8.0.6.4-8.6.0.1-0-0-0,03-04-13 2:18,groucho-singapore,2111885058,TCP,Financial,4340,8080,125.224.207.2,TW,Taiwan,Taipei,25.0392,121.525,1
217.69.133.145-10.42.0.151-443-57440-6,03-04-13 2:20,groucho-oregon,1965603898,TCP,Telecoms,31270,1433,117.40.188.58,CN,China,Jiangxi Sheng,28.55,115.9333,1
172.217.3.99-10.42.0.151-443-51157-17,03-04-13 2:21,groucho-oregon,3231346276,TCP,Political,6000,1433,192.154.110.100,US,United States,California,34.053,-118.2642,0
172.217.3.99-10.42.0.151-443-39445-6,03-04-13 2:22,groucho-oregon,3736745024,TCP,Hotel,6000,1433,222.186.52.64,CN,China,Jiangsu Sheng,32.0617,118.7778,1
173.222.142.156-10.42.0.211-80-36972-6,03-04-13 2:26,groucho-oregon,3735594210,TCP,Retail,6000,1433,222.168.164.226,CN,China,Jilin Sheng,43.88,125.3228,0
182.22.31.252-10.42.0.211-443-54160-6,03-04-13 2:26,groucho-tokyo,1965603898,TCP,Media,35129,1433,117.40.188.58,CN,China,Jiangxi Sheng,28.55,115.9333,0
10.42.0.1-10.42.0.42-53-5589-17,03-04-13 2:27,groucho-singapore,710973289,TCP,"Web,Tech",6000,1433,42.96.151.105,CN,China,Beijing Shi,39.9289,116.3883,1
172.217.10.226-10.42.0.211-443-40200-6,03-04-13 2:27,groucho-singapore,1931851002,UDP,Fashion,16023,38161,115.37.180.250,JP,Japan,Aichi-ken,35.1802,136.9067,1
8.41.222.241-10.42.0.211-443-40412-6,03-04-13 2:27,groucho-singapore,1931851002,UDP,Question & Answer,16023,38161,115.37.180.250,JP,Japan,Aichi-ken,35.1802,136.9067,0
209.10.120.26-10.42.0.211-80-36254-6,03-04-13 2:27,groucho-singapore,1931851002,UDP,Military,16023,38161,115.37.180.250,JP,Japan,Aichi-ken,35.1802,136.9067,1
10.42.0.151-95.213.11.181-57463-80-6,03-04-13 2:27,groucho-singapore,1931851002,UDP,"Consulting,Accounting",16023,38161,115.37.180.250,JP,Japan,Aichi-ken,35.1802,136.9067,0
10.42.0.211-14.17.42.57-43291-80-6,03-04-13 2:27,groucho-singapore,1931851002,UDP,"Financial,Credit Reporting",16023,38161,115.37.180.250,JP,Japan,Aichi-ken,35.1802,136.9067,1
10.42.0.151-52.84.136.83-53163-443-6,03-04-13 2:28,groucho-singapore,1931851002,UDP,Financial,16023,38161,115.37.180.250,JP,Japan,Aichi-ken,35.1802,136.9067,0
172.217.10.142-10.42.0.211-443-59473-6,03-04-13 2:28,groucho-singapore,1931851002,UDP,Telecoms,16023,38161,115.37.180.250,JP,Japan,Aichi-ken,35.1802,136.9067,1
172.217.10.225-10.42.0.151-443-58325-6,03-04-13 2:29,groucho-singapore,3670441849,TCP,Political,6000,3306,218.198.127.121,CN,China,Henan Sheng,34.6836,113.5325,0
10.42.0.211-23.23.129.231-45964-443-6,03-04-13 2:31,groucho-sydney,1540294482,TCP,Hotel,25,25,91.207.7.82,UA,Ukraine,Chernivets'ka Oblast',48.5813,25.6599,0
182.22.24.124-10.42.0.211-443-55195-6,03-04-13 2:31,groucho-sydney,183512399,UDP,Retail,49456,161,10.240.45.79,,,,,,0
10.42.0.211-10.42.0.1-59045-53-17,03-04-13 2:35,groucho-sydney,183512399,UDP,"Financial,Credit Reporting",64019,161,10.240.45.79,,,,,,0
172.217.6.227-10.42.0.151-443-58711-6,03-04-13 2:36,groucho-norcal,1540294482,TCP,Financial,25,25,91.207.7.82,UA,Ukraine,Chernivets'ka Oblast',48.5813,25.6599,0
10.42.0.211-119.146.74.33-57570-443-6,03-04-13 2:36,zeppo-norcal,1540294482,TCP,Telecoms,25,25,91.207.7.82,UA,Ukraine,Chernivets'ka Oblast',48.5813,25.6599,1
10.42.0.211-31.13.71.1-43953-443-6,03-04-13 2:37,groucho-us-east,1540294482,TCP,Political,25,25,91.207.7.82,UA,Ukraine,Chernivets'ka Oblast',48.5813,25.6599,1
172.217.9.227-10.42.0.211-80-53475-6,03-04-13 2:37,groucho-sydney,183512399,UDP,Hotel,64024,161,10.240.45.79,,,,,,0
10.42.0.211-10.42.0.1-3958-53-17,03-04-13 2:37,groucho-sydney,183512399,UDP,Retail,64024,161,10.240.45.79,,,,,,0
10.42.0.211-77.234.44.79-47870-443-6,03-04-13 2:39,groucho-oregon,1995737546,TCP,Media,6000,1433,118.244.137.202,CN,China,Beijing Shi,39.9289,116.3883,0
203.205.158.61-10.42.0.42-80-53995-6,03-04-13 2:42,zeppo-norcal,621360428,TCP,"Web,Tech",45855,5900,37.9.53.44,RU,Russia,St.-Petersburg,59.8944,30.2642,1
10.42.0.211-54.243.161.28-60725-443-6,03-04-13 2:44,groucho-oregon,1540294482,TCP,Fashion,25,25,91.207.7.82,UA,Ukraine,Chernivets'ka Oblast',48.5813,25.6599,1
10.42.0.151-31.13.71.37-46802-443-6,03-04-13 2:45,groucho-singapore,2033769224,TCP,Question & Answer,6000,8080,121.56.219.8,CN,China,Inner Mongolia,40.6522,109.8222,1
10.42.0.211-10.42.0.1-39454-53-17,03-04-13 2:47,groucho-oregon,1032051418,TCP,Military,6000,1433,61.131.218.218,CN,China,Jiangxi Sheng,28.55,115.9333,1
192.229.173.173-10.42.0.42-80-41637-6,03-04-13 2:48,groucho-singapore,3664532981,TCP,"Consulting,Accounting",65279,22,218.108.85.245,CN,China,,35,105,1
10.42.0.1-10.42.0.42-53-54310-17,03-04-13 2:49,groucho-singapore,3322768892,TCP,"Financial,Credit Reporting",6000,1433,198.13.109.252,US,United States,California,34.0115,-117.8535,0
8.8.8.8-10.42.0.211-53-17618-17,03-04-13 2:49,groucho-oregon,3353851909,TCP,Financial,3758,3389,199.231.184.5,US,United States,New Jersey,40.7801,-74.0633,1
172.217.10.68-10.42.0.151-443-43434-6,03-04-13 2:50,groucho-tokyo,3290839612,TCP,Telecoms,61754,3389,196.38.58.60,ZA,South Africa,,-29,24,0
10.42.0.211-36.51.254.232-40875-443-6,03-04-13 2:50,groucho-tokyo,3290839612,TCP,Political,61755,3389,196.38.58.60,ZA,South Africa,,-29,24,0
172.217.8.4-10.42.0.211-443-46057-6,03-04-13 2:51,groucho-oregon,1126213611,TCP,Hotel,3397,445,67.32.167.235,US,United States,Kentucky,38.2582,-85.4526,0
10.42.0.211-119.146.74.49-38694-443-6,03-04-13 2:51,groucho-singapore,1033070415,TCP,Retail,6000,1433,61.147.103.79,CN,China,Jiangsu Sheng,32.0617,118.7778,1
10.42.0.211-10.42.0.1-51235-53-17,03-04-13 2:52,groucho-singapore,3702892698,TCP,Media,6000,1433,220.181.168.154,CN,China,Beijing Shi,39.9289,116.3883,0
10.42.0.151-31.13.71.52-39123-443-6,03-04-13 2:52,groucho-oregon,3639889826,TCP,"Web,Tech",6000,1433,216.244.79.162,US,United States,Washington,47.4891,-122.2908,1
10.42.0.211-66.231.239.95-46097-443-6,03-04-13 2:53,zeppo-norcal,3550629683,TCP,Fashion,43876,5900,211.162.79.51,CN,China,Beijing Shi,39.9289,116.3883,0
10.42.0.1-10.42.0.42-53-43802-17,03-04-13 2:54,groucho-oregon,1945101789,TCP,Question & Answer,28295,1433,115.239.229.221,CN,China,Zhejiang Sheng,30.2936,120.1614,1
10.42.0.211-10.42.0.1-38836-53-17,03-04-13 2:56,groucho-oregon,2061513286,TCP,Military,8888,1433,122.224.50.70,CN,China,Guangdong,24.0656,111.948,0
10.42.0.211-10.42.0.1-41689-53-17,03-04-13 2:57,groucho-singapore,3032095556,TCP,"Consulting,Accounting",6000,1433,180.186.27.68,CN,China,Beijing Shi,39.9289,116.3883,1
10.42.0.211-115.239.210.141-33504-443-6,03-04-13 3:01,groucho-singapore,3736210160,TCP,"Financial,Credit Reporting",11595,3389,222.178.10.240,CN,China,Chongqing Shi,29.5628,106.5528,1
172.217.10.42-10.42.0.151-443-50352-6,03-04-13 3:04,groucho-sydney,520683187,ICMP,Financial,,,31.8.254.179,RU,Russia,,60,100,0
10.42.0.211-52.84.29.134-44447-443-6,03-04-13 3:04,groucho-sydney,520683187,ICMP,Telecoms,,,31.8.254.179,RU,Russia,,60,100,1
206.126.112.141-10.42.0.42-443-40754-6,03-04-13 3:05,groucho-singapore,621360386,TCP,Political,46793,5900,37.9.53.2,RU,Russia,St.-Petersburg,59.8944,30.2642,0
173.222.150.38-10.42.0.211-443-46131-6,03-04-13 3:05,groucho-singapore,3740323306,TCP,Hotel,5917,1433,222.240.205.234,CN,China,Hunan,28.1792,113.1136,0
183.79.249.252-10.42.0.211-443-37105-6,03-04-13 3:15,groucho-singapore,3546779834,TCP,Retail,1024,3389,211.103.144.186,CN,China,Beijing Shi,39.9289,116.3883,1
184.50.111.246-10.42.0.151-443-53508-6,03-04-13 3:15,groucho-singapore,3325323751,TCP,"Financial,Credit Reporting",6000,1433,198.52.105.231,US,United States,California,34.4065,-118.4015,1
202.77.129.146-10.42.0.151-80-49656-6,03-04-13 3:17,groucho-tokyo,1595614038,TCP,Financial,3063,445,95.27.35.86,RU,Russia,,60,100,0
203.205.158.44-10.42.0.151-80-39840-6,03-04-13 3:17,groucho-tokyo,1595614038,TCP,Telecoms,3063,445,95.27.35.86,RU,Russia,,60,100,1
172.217.10.234-10.42.0.151-443-32815-6,03-04-13 3:17,groucho-eu,1169110634,TCP,Political,46864,80,69.175.54.106,US,United States,Illinois,41.8876,-87.6368,0
10.42.0.151-52.70.125.189-40737-443-6,03-04-13 3:17,groucho-eu,1169110634,TCP,Hotel,46864,443,69.175.54.106,US,United States,Illinois,41.8876,-87.6368,1
10.42.0.151-52.84.29.137-39492-443-6,03-04-13 3:17,groucho-eu,1169110634,TCP,Retail,46864,8080,69.175.54.106,US,United States,Illinois,41.8876,-87.6368,0
